;;;;;;п;;;;;;неп;;;;;;;;;;;;
59;64;32;11;177;192;0;0;0;0;0;0;59;64;32;11;177;192;0;0;1;1;0;0;2
8;41;4;52;16;61;0;0;0;0;0;0;8;41;4;52;16;61;1;0;1;0;1;0;3
61;50;46;51;61;50;61;50;0;0;61;50;0;0;46;51;0;0;0;0;0;0;0;0;0
69;73;62;71;207;73;0;73;0;0;0;73;69;0;62;71;207;0;0;0;0;0;0;0;0
31;68;16;30;62;68;0;68;0;0;0;68;31;0;16;30;62;0;1;0;1;1;0;0;3
38;33;45;33;76;33;0;33;0;33;0;33;38;0;45;0;76;0;0;0;0;0;0;0;0
22;56;44;13;44;56;0;56;44;0;44;56;22;0;0;13;0;0;1;0;0;1;0;0;2
29;33;31;27;87;33;0;33;0;0;0;33;29;0;31;27;87;0;1;0;1;1;0;0;3
66;79;51;56;66;237;66;0;0;0;66;0;0;79;51;56;0;237;0;0;0;0;0;0;0
45;54;34;88;135;27;0;0;0;0;0;0;45;54;34;88;135;27;0;0;1;0;0;1;2
65;45;28;50;130;67;0;0;0;0;0;0;65;45;28;50;130;67;0;0;1;0;0;0;1
37;33;47;42;74;66;0;0;0;0;0;0;37;33;47;42;74;66;0;1;0;0;0;0;1
64;24;24;5;64;8;64;24;24;0;64;0;0;0;0;5;0;8;0;0;0;1;0;1;2
70;60;44;31;140;20;0;0;0;0;0;0;70;60;44;31;140;20;0;0;0;1;0;1;2
11;23;50;41;11;7;11;0;0;0;11;0;0;23;50;41;0;7;0;1;0;0;0;1;2
68;75;60;29;68;37;68;0;0;0;68;0;0;75;60;29;0;37;0;0;0;1;0;0;1
45;28;6;13;90;28;0;28;0;0;0;28;45;0;6;13;90;0;0;0;1;1;0;0;2
66;69;34;85;198;23;0;0;0;0;0;0;66;69;34;85;198;23;0;0;1;0;0;1;2
37;37;18;20;111;37;37;37;0;0;0;37;0;0;18;20;111;0;0;0;1;1;0;0;2
67;57;22;73;67;19;67;0;0;0;67;0;0;57;22;73;0;19;0;0;1;0;0;1;2
29;48;62;46;87;48;0;48;0;0;0;48;29;0;62;46;87;0;1;0;0;0;0;0;1
18;33;15;7;36;33;0;33;0;0;0;33;18;0;15;7;36;0;1;0;1;1;1;0;4
18;42;76;23;54;21;0;0;0;0;0;0;18;42;76;23;54;21;1;0;0;1;0;1;3
22;67;34;59;44;67;0;67;0;0;0;67;22;0;34;59;44;0;1;0;1;0;0;0;2
62;68;61;63;124;34;0;0;0;0;0;0;62;68;61;63;124;34;0;0;0;0;0;1;1
88;50;27;37;88;33;88;0;0;0;88;0;0;50;27;37;0;33;0;0;1;0;0;1;2
65;62;36;75;130;20;0;0;0;0;0;0;65;62;36;75;130;20;0;0;1;0;0;1;2
31;43;50;70;62;64;0;0;0;0;0;0;31;43;50;70;62;64;1;0;0;0;0;0;1
66;60;60;74;198;60;0;60;60;0;0;60;66;0;0;74;198;0;0;0;0;0;0;0;0
75;60;59;75;75;60;75;60;0;75;75;60;0;0;59;0;0;0;0;0;0;0;0;0;0
10;61;6;41;20;61;0;61;0;0;0;61;10;0;6;41;20;0;1;0;1;0;1;0;3
78;42;65;65;78;21;78;0;65;65;78;0;0;42;0;0;0;21;0;0;0;0;0;1;1
89;60;35;63;89;60;89;60;0;0;89;60;0;0;35;63;0;0;0;0;1;0;0;0;1
31;29;23;26;31;29;31;29;0;0;31;29;0;0;23;26;0;0;0;0;1;1;0;0;2
30;34;74;73;90;34;0;34;0;0;0;34;30;0;74;73;90;0;1;0;0;0;0;0;1
25;75;44;10;25;225;25;0;0;0;25;0;0;75;44;10;0;225;0;0;0;1;0;0;1
46;89;32;63;46;29;46;0;0;0;46;0;0;89;32;63;0;29;0;0;1;0;0;1;2
9;79;61;20;9;237;9;0;0;0;9;0;0;79;61;20;0;237;0;0;0;1;0;0;1
75;54;72;44;75;27;75;0;0;0;75;0;0;54;72;44;0;27;0;0;0;0;0;1;1
53;9;31;19;53;18;53;0;0;0;53;0;0;9;31;19;0;18;0;1;1;1;0;1;4
35;34;36;51;105;11;0;0;0;0;0;0;35;34;36;51;105;11;1;1;1;0;0;1;4
73;79;92;87;146;39;0;0;0;0;0;0;73;79;92;87;146;39;0;0;0;0;0;0;0
31;37;12;11;62;24;0;0;0;0;0;0;31;37;12;11;62;24;1;0;1;1;0;1;4
71;73;74;48;71;219;71;0;0;0;71;0;0;73;74;48;0;219;0;0;0;0;0;0;0
30;44;5;57;60;22;0;0;0;0;0;0;30;44;5;57;60;22;1;0;1;0;0;1;3
82;54;80;71;82;162;82;0;0;0;82;0;0;54;80;71;0;162;0;0;0;0;0;0;0
31;33;37;68;62;49;0;0;0;0;0;0;31;33;37;68;62;49;1;1;0;0;0;0;2
73;60;7;45;73;90;73;0;0;0;73;0;0;60;7;45;0;90;0;0;1;0;0;0;1
50;66;52;67;150;44;0;0;0;0;0;0;50;66;52;67;150;44;0;0;0;0;0;0;0
52;60;38;47;104;60;0;60;0;0;0;60;52;0;38;47;104;0;0;0;0;0;0;0;0
65;48;69;64;65;48;65;48;0;0;65;48;0;0;69;64;0;0;0;0;0;0;0;0;0
36;45;48;26;72;90;0;0;0;0;0;0;36;45;48;26;72;90;1;0;0;1;0;0;2
4;32;52;50;12;32;0;32;0;0;0;32;4;0;52;50;12;0;1;0;0;0;1;0;2
41;62;29;37;41;62;41;62;0;0;41;62;0;0;29;37;0;0;0;0;1;0;0;0;1
62;43;21;59;186;43;0;43;0;0;0;43;62;0;21;59;186;0;0;0;1;0;0;0;1
14;29;37;27;14;29;14;29;0;0;14;29;0;0;37;27;0;0;0;0;0;1;0;0;1
67;39;64;15;134;58;0;0;0;0;0;0;67;39;64;15;134;58;0;0;0;1;0;0;1
58;68;67;69;58;22;58;0;0;0;58;0;0;68;67;69;0;22;0;0;0;0;0;1;1
40;60;55;46;120;30;0;0;0;0;0;0;40;60;55;46;120;30;0;0;0;0;0;1;1
27;30;27;98;27;10;27;0;27;0;27;0;0;30;0;98;0;10;0;1;0;0;0;1;2
5;14;5;24;10;14;5;14;5;0;0;14;0;0;0;24;10;0;0;0;0;1;1;0;2
9;40;11;40;27;120;0;40;0;40;0;0;9;0;11;0;27;120;1;0;1;0;1;0;3
35;37;41;10;105;55;0;0;0;0;0;0;35;37;41;10;105;55;1;0;0;1;0;0;2
62;25;28;43;124;8;0;0;0;0;0;0;62;25;28;43;124;8;0;1;1;0;0;1;3
43;8;25;11;129;4;0;0;0;0;0;0;43;8;25;11;129;4;0;1;1;1;0;1;4
26;28;7;67;26;42;26;0;0;0;26;0;0;28;7;67;0;42;0;1;1;0;0;0;2
24;22;16;18;72;33;0;0;0;0;0;0;24;22;16;18;72;33;1;1;1;1;0;1;5
30;54;37;33;30;54;30;54;0;0;30;54;0;0;37;33;0;0;0;0;0;1;0;0;1
20;49;48;44;60;49;0;49;0;0;0;49;20;0;48;44;60;0;1;0;0;0;0;0;1
76;65;46;82;228;97;0;0;0;0;0;0;76;65;46;82;228;97;0;0;0;0;0;0;0
31;35;15;43;93;17;0;0;0;0;0;0;31;35;15;43;93;17;1;1;1;0;0;1;4
43;94;93;87;43;94;43;94;0;0;43;94;0;0;93;87;0;0;0;0;0;0;0;0;0
58;44;47;47;58;44;58;44;47;47;58;44;0;0;0;0;0;0;0;0;0;0;0;0;0
28;61;65;54;56;183;0;0;0;0;0;0;28;61;65;54;56;183;1;0;0;0;0;0;1
51;33;15;18;153;66;0;0;0;0;0;0;51;33;15;18;153;66;0;1;1;1;0;0;3
66;8;2;36;132;2;0;0;2;0;0;2;66;8;0;36;132;0;0;1;0;1;0;0;2
77;9;23;16;231;18;0;0;0;0;0;0;77;9;23;16;231;18;0;1;1;1;0;1;4
57;50;28;43;57;50;57;50;0;0;57;50;0;0;28;43;0;0;0;0;1;0;0;0;1
60;13;11;65;120;6;0;0;0;0;0;0;60;13;11;65;120;6;0;1;1;0;0;1;3
26;71;33;58;52;142;0;0;0;0;0;0;26;71;33;58;52;142;1;0;1;0;0;0;2
41;25;47;37;41;75;41;0;0;0;41;0;0;25;47;37;0;75;0;1;0;0;0;0;1
18;25;73;92;54;75;0;0;0;0;0;0;18;25;73;92;54;75;1;1;0;0;0;0;2
47;44;45;47;141;14;47;0;0;47;0;0;0;44;45;0;141;14;0;0;0;0;0;1;1
66;63;55;37;198;94;0;0;0;0;0;0;66;63;55;37;198;94;0;0;0;0;0;0;0
26;68;26;67;26;136;26;0;26;0;26;0;0;68;0;67;0;136;0;0;0;0;0;0;0
54;35;58;55;162;35;0;35;0;0;0;35;54;0;58;55;162;0;0;0;0;0;0;0;0
52;41;54;60;52;27;52;0;0;0;52;0;0;41;54;60;0;27;0;0;0;0;0;1;1
41;83;86;26;123;27;0;0;0;0;0;0;41;83;86;26;123;27;0;0;0;1;0;1;2
37;45;70;78;74;22;0;0;0;0;0;0;37;45;70;78;74;22;0;0;0;0;0;1;1
55;46;31;21;110;46;0;46;0;0;0;46;55;0;31;21;110;0;0;0;1;1;0;0;2
65;29;48;53;130;9;0;0;0;0;0;0;65;29;48;53;130;9;0;1;0;0;0;1;2
31;25;17;21;62;16;0;0;0;0;0;0;31;25;17;21;62;16;1;1;1;1;0;1;5
18;21;24;48;18;21;18;21;0;0;18;21;0;0;24;48;0;0;0;0;1;0;0;0;1
72;42;8;58;144;14;0;0;0;0;0;0;72;42;8;58;144;14;0;0;1;0;0;1;2
37;56;37;72;37;37;37;0;37;0;37;37;0;56;0;72;0;0;0;0;0;0;0;0;0
66;50;35;49;132;16;0;0;0;0;0;0;66;50;35;49;132;16;0;0;1;0;0;1;2
84;92;26;79;84;92;84;92;0;0;84;92;0;0;26;79;0;0;0;0;1;0;0;0;1
41;32;31;15;123;32;0;32;0;0;0;32;41;0;31;15;123;0;0;0;1;1;0;0;2
40;46;49;60;120;138;0;0;0;0;0;0;40;46;49;60;120;138;0;0;0;0;0;0;0
63;63;52;89;126;21;63;63;0;0;0;0;0;0;52;89;126;21;0;0;0;0;0;1;1
46;48;70;62;92;16;0;0;0;0;0;0;46;48;70;62;92;16;0;0;0;0;0;1;1
77;59;36;40;154;59;0;59;0;0;0;59;77;0;36;40;154;0;0;0;1;0;0;0;1
40;29;36;21;40;29;40;29;0;0;40;29;0;0;36;21;0;0;0;0;1;1;0;0;2
60;72;74;38;60;72;60;72;0;0;60;72;0;0;74;38;0;0;0;0;0;0;0;0;0
49;46;86;76;147;46;0;46;0;0;0;46;49;0;86;76;147;0;0;0;0;0;0;0;0
65;58;46;48;65;29;65;0;0;0;65;0;0;58;46;48;0;29;0;0;0;0;0;1;1
49;39;49;47;98;78;49;0;49;0;0;0;0;39;0;47;98;78;0;0;0;0;0;0;0
37;29;61;80;111;87;0;0;0;0;0;0;37;29;61;80;111;87;0;1;0;0;0;0;1
39;10;17;38;78;30;0;0;0;0;0;0;39;10;17;38;78;30;0;1;1;0;0;1;3
31;38;16;36;62;19;0;0;0;0;0;0;31;38;16;36;62;19;1;0;1;1;0;1;4
28;46;38;30;84;46;0;46;0;0;0;46;28;0;38;30;84;0;1;0;0;1;0;0;2
49;37;19;44;147;37;0;37;0;0;0;37;49;0;19;44;147;0;0;0;1;0;0;0;1
68;90;91;42;136;45;0;0;0;0;0;0;68;90;91;42;136;45;0;0;0;0;0;0;0
77;34;31;72;231;22;0;0;0;0;0;0;77;34;31;72;231;22;0;1;1;0;0;1;3
48;79;77;70;48;237;48;0;0;0;48;0;0;79;77;70;0;237;0;0;0;0;0;0;0
31;72;42;48;93;48;0;0;0;48;0;48;31;72;42;0;93;0;1;0;0;0;0;0;1
56;7;21;61;168;4;0;0;0;0;0;0;56;7;21;61;168;4;0;1;1;0;0;1;3
90;81;35;45;90;81;90;81;0;0;90;81;0;0;35;45;0;0;0;0;1;0;0;0;1
49;59;89;95;147;118;0;0;0;0;0;0;49;59;89;95;147;118;0;0;0;0;0;0;0
15;16;11;27;45;8;0;0;0;0;0;0;15;16;11;27;45;8;1;1;1;1;0;1;5
9;41;39;43;27;41;0;41;0;0;0;41;9;0;39;43;27;0;1;0;0;0;1;0;2
23;33;36;82;46;11;0;0;0;0;0;0;23;33;36;82;46;11;1;1;1;0;0;1;4
43;45;29;17;43;30;43;0;0;0;43;0;0;45;29;17;0;30;0;0;1;1;0;1;3
40;19;15;29;80;28;0;0;0;0;0;0;40;19;15;29;80;28;0;1;1;1;0;1;4
25;15;72;31;25;22;25;0;0;0;25;0;0;15;72;31;0;22;0;1;0;1;0;1;3
43;16;46;79;43;48;43;0;0;0;43;0;0;16;46;79;0;48;0;1;0;0;0;0;1
78;64;81;75;156;32;0;0;0;0;0;0;78;64;81;75;156;32;0;0;0;0;0;1;1
57;45;16;39;114;15;0;0;0;0;0;0;57;45;16;39;114;15;0;0;1;0;0;1;2
14;28;30;33;42;28;0;28;0;0;0;28;14;0;30;33;42;0;1;0;1;1;0;0;3
39;73;62;45;78;24;0;0;0;0;0;0;39;73;62;45;78;24;0;0;0;0;0;1;1
73;52;73;58;146;34;73;0;73;0;0;0;0;52;0;58;146;34;0;0;0;0;0;1;1
45;39;22;5;135;39;0;39;0;0;0;39;45;0;22;5;135;0;0;0;1;1;0;0;2
18;42;35;19;18;42;18;42;0;0;18;42;0;0;35;19;0;0;0;0;1;1;0;0;2
73;43;75;63;146;28;0;0;0;0;0;0;73;43;75;63;146;28;0;0;0;0;0;1;1
82;58;74;75;246;29;0;0;0;0;0;0;82;58;74;75;246;29;0;0;0;0;0;1;1
17;25;19;2;17;12;17;0;0;0;17;0;0;25;19;2;0;12;0;1;1;1;0;1;4
25;2;38;46;75;2;0;2;0;0;0;2;25;0;38;46;75;0;1;0;0;0;0;0;1
44;37;25;27;88;111;0;0;0;0;0;0;44;37;25;27;88;111;0;0;1;1;0;0;2
26;20;37;40;52;20;0;20;0;0;0;20;26;0;37;40;52;0;1;0;0;0;0;0;1
92;63;78;63;92;63;92;63;0;63;92;63;0;0;78;0;0;0;0;0;0;0;0;0;0
67;35;14;34;67;35;67;35;0;0;67;35;0;0;14;34;0;0;0;0;1;1;0;0;2
62;39;71;57;186;13;0;0;0;0;0;0;62;39;71;57;186;13;0;0;0;0;0;1;1
85;30;23;41;255;10;0;0;0;0;0;0;85;30;23;41;255;10;0;1;1;0;0;1;3
82;53;29;81;82;79;82;0;0;0;82;0;0;53;29;81;0;79;0;0;1;0;0;0;1
32;33;26;17;32;16;32;0;0;0;32;0;0;33;26;17;0;16;0;1;1;1;0;1;4
45;32;72;82;135;64;0;0;0;0;0;0;45;32;72;82;135;64;0;1;0;0;0;0;1
23;34;41;49;23;68;23;0;0;0;23;0;0;34;41;49;0;68;0;1;0;0;0;0;1
27;28;48;43;54;14;0;0;0;0;0;0;27;28;48;43;54;14;1;1;0;0;0;1;3
44;46;29;28;132;15;0;0;0;0;0;0;44;46;29;28;132;15;0;0;1;1;0;1;3
4;53;36;45;8;159;0;0;0;0;0;0;4;53;36;45;8;159;1;0;1;0;1;0;3
20;30;22;33;60;90;0;0;0;0;0;0;20;30;22;33;60;90;1;1;1;1;0;0;4
32;81;76;39;96;162;0;0;0;0;0;0;32;81;76;39;96;162;1;0;0;0;0;0;1
56;80;55;21;112;120;0;0;0;0;0;0;56;80;55;21;112;120;0;0;0;1;0;0;1
19;44;69;14;57;44;0;44;0;0;0;44;19;0;69;14;57;0;1;0;0;1;0;0;2
52;73;51;45;156;73;0;73;0;0;0;73;52;0;51;45;156;0;0;0;0;0;0;0;0
58;70;83;41;174;210;0;0;0;0;0;0;58;70;83;41;174;210;0;0;0;0;0;0;0
44;44;47;6;132;14;44;44;0;0;0;0;0;0;47;6;132;14;0;0;0;1;0;1;2
69;30;61;28;69;30;69;30;0;0;69;30;0;0;61;28;0;0;0;0;0;1;0;0;1
79;65;57;82;79;195;79;0;0;0;79;0;0;65;57;82;0;195;0;0;0;0;0;0;0
2;2;7;10;2;3;2;2;0;0;2;0;0;0;7;10;0;3;0;0;1;1;0;1;3
68;14;25;16;136;9;0;0;0;0;0;0;68;14;25;16;136;9;0;1;1;1;0;1;4
29;18;14;22;58;6;0;0;0;0;0;0;29;18;14;22;58;6;1;1;1;1;0;1;5
28;72;55;14;84;216;0;0;0;0;0;0;28;72;55;14;84;216;1;0;0;1;0;0;2
67;71;20;53;67;213;67;0;0;0;67;0;0;71;20;53;0;213;0;0;1;0;0;0;1
26;37;32;17;78;37;0;37;0;0;0;37;26;0;32;17;78;0;1;0;1;1;0;0;3
35;40;35;30;70;26;35;0;35;0;0;0;0;40;0;30;70;26;0;0;0;1;0;1;2
61;67;79;20;183;44;0;0;0;0;0;0;61;67;79;20;183;44;0;0;0;1;0;0;1
30;39;45;35;90;39;0;39;0;0;0;39;30;0;45;35;90;0;1;0;0;1;0;0;2
42;33;15;46;42;49;42;0;0;0;42;0;0;33;15;46;0;49;0;1;1;0;0;0;2
38;62;40;18;114;62;0;62;0;0;0;62;38;0;40;18;114;0;0;0;0;1;0;0;1
90;66;37;78;180;33;0;0;0;0;0;0;90;66;37;78;180;33;0;0;0;0;0;1;1
44;83;64;23;132;83;0;83;0;0;0;83;44;0;64;23;132;0;0;0;0;1;0;0;1
14;5;12;24;28;5;0;5;0;0;0;5;14;0;12;24;28;0;1;0;1;1;1;0;4
17;26;21;28;51;17;17;0;0;0;0;17;0;26;21;28;51;0;0;1;1;1;0;0;3
35;34;22;26;70;34;0;34;0;0;0;34;35;0;22;26;70;0;1;0;1;1;0;0;3
52;35;55;69;156;11;0;0;0;0;0;0;52;35;55;69;156;11;0;1;0;0;0;1;2
33;12;33;41;66;24;33;0;33;0;0;0;0;12;0;41;66;24;0;1;0;0;0;1;2
12;3;45;14;12;6;12;0;0;0;12;0;0;3;45;14;0;6;0;1;0;1;0;1;3
60;95;56;57;180;95;0;95;0;0;0;95;60;0;56;57;180;0;0;0;0;0;0;0;0
43;16;41;43;43;32;43;0;0;43;43;0;0;16;41;0;0;32;0;1;0;0;0;1;2
60;96;51;59;180;32;0;0;0;0;0;0;60;96;51;59;180;32;0;0;0;0;0;1;1
71;51;89;72;213;25;0;0;0;0;0;0;71;51;89;72;213;25;0;0;0;0;0;1;1
41;57;36;63;41;28;41;0;0;0;41;0;0;57;36;63;0;28;0;0;1;0;0;1;2
70;47;87;40;140;15;0;0;0;0;0;0;70;47;87;40;140;15;0;0;0;0;0;1;1
66;50;68;56;66;150;66;0;0;0;66;0;0;50;68;56;0;150;0;0;0;0;0;0;0
52;39;12;17;156;39;0;39;0;0;0;39;52;0;12;17;156;0;0;0;1;1;0;0;2
45;47;60;40;135;47;0;47;0;0;0;47;45;0;60;40;135;0;0;0;0;0;0;0;0
43;46;48;48;129;15;0;0;48;48;0;0;43;46;0;0;129;15;0;0;0;0;0;1;1
34;17;49;32;68;17;0;17;0;0;0;17;34;0;49;32;68;0;1;0;0;1;0;0;2
36;53;37;66;72;79;0;0;0;0;0;0;36;53;37;66;72;79;1;0;0;0;0;0;1
17;36;16;22;34;12;0;0;0;0;0;0;17;36;16;22;34;12;1;1;1;1;1;1;6
32;63;22;77;96;42;0;0;0;0;0;0;32;63;22;77;96;42;1;0;1;0;0;0;2
56;52;42;44;168;26;0;0;0;0;0;0;56;52;42;44;168;26;0;0;0;0;0;1;1
33;50;90;93;33;25;33;0;0;0;33;0;0;50;90;93;0;25;0;0;0;0;0;1;1
47;32;46;24;47;64;47;0;0;0;47;0;0;32;46;24;0;64;0;1;0;1;0;0;2
93;90;54;26;93;180;93;0;0;0;93;0;0;90;54;26;0;180;0;0;0;1;0;0;1
26;56;60;67;52;37;0;0;0;0;0;0;26;56;60;67;52;37;1;0;0;0;0;0;1
12;34;45;28;24;34;0;34;0;0;0;34;12;0;45;28;24;0;1;0;0;1;1;0;3
41;13;35;8;123;13;0;13;0;0;0;13;41;0;35;8;123;0;0;0;1;1;0;0;2
54;56;59;48;54;84;54;0;0;0;54;0;0;56;59;48;0;84;0;0;0;0;0;0;0
55;14;9;56;165;14;0;14;0;0;0;14;55;0;9;56;165;0;0;0;1;0;0;0;1
37;20;16;63;111;20;0;20;0;0;0;20;37;0;16;63;111;0;0;0;1;0;0;0;1
29;28;41;24;58;56;0;0;0;0;0;0;29;28;41;24;58;56;1;1;0;1;0;0;3
52;28;50;52;52;84;52;0;0;52;52;0;0;28;50;0;0;84;0;1;0;0;0;0;1
16;31;30;17;16;31;16;31;0;0;16;31;0;0;30;17;0;0;0;0;1;1;0;0;2
53;42;6;13;53;28;53;0;0;0;53;0;0;42;6;13;0;28;0;0;1;1;0;1;3
79;66;38;86;79;44;79;0;0;0;79;0;0;66;38;86;0;44;0;0;0;0;0;0;0
82;87;92;25;82;261;82;0;0;0;82;0;0;87;92;25;0;261;0;0;0;1;0;0;1
43;25;46;21;43;25;43;25;0;0;43;25;0;0;46;21;0;0;0;0;0;1;0;0;1
36;49;55;61;36;98;36;0;0;0;36;0;0;49;55;61;0;98;0;0;0;0;0;0;0
66;10;76;66;66;15;66;0;0;66;66;0;0;10;76;0;0;15;0;1;0;0;0;1;2
11;9;18;17;11;3;11;0;0;0;11;0;0;9;18;17;0;3;0;1;1;1;0;1;4
67;75;78;37;67;112;67;0;0;0;67;0;0;75;78;37;0;112;0;0;0;0;0;0;0
68;14;60;64;68;21;68;0;0;0;68;0;0;14;60;64;0;21;0;1;0;0;0;1;2
30;82;95;23;60;246;0;0;0;0;0;0;30;82;95;23;60;246;1;0;0;1;0;0;2
72;17;73;87;72;34;72;0;0;0;72;0;0;17;73;87;0;34;0;1;0;0;0;1;2
36;57;77;67;72;57;0;57;0;0;0;57;36;0;77;67;72;0;1;0;0;0;0;0;1
73;54;55;66;73;162;73;0;0;0;73;0;0;54;55;66;0;162;0;0;0;0;0;0;0
90;3;37;53;90;2;90;0;0;0;90;0;0;3;37;53;0;2;0;1;0;0;0;1;2
73;37;51;45;146;37;0;37;0;0;0;37;73;0;51;45;146;0;0;0;0;0;0;0;0
87;36;88;45;87;54;87;0;0;0;87;0;0;36;88;45;0;54;0;1;0;0;0;0;1
17;52;46;84;34;26;0;0;0;0;0;0;17;52;46;84;34;26;1;0;0;0;1;1;3
55;43;61;75;55;43;55;43;0;0;55;43;0;0;61;75;0;0;0;0;0;0;0;0;0
17;39;41;24;34;58;0;0;0;0;0;0;17;39;41;24;34;58;1;0;0;1;1;0;3
32;61;16;52;96;30;0;0;0;0;0;0;32;61;16;52;96;30;1;0;1;0;0;1;3
4;16;72;61;12;8;0;0;0;0;0;0;4;16;72;61;12;8;1;1;0;0;1;1;4
61;87;44;93;183;87;0;87;0;0;0;87;61;0;44;93;183;0;0;0;0;0;0;0;0
44;50;37;52;132;50;0;50;0;0;0;50;44;0;37;52;132;0;0;0;0;0;0;0;0
33;58;39;59;33;29;33;0;0;0;33;0;0;58;39;59;0;29;0;0;0;0;0;1;1
36;19;20;18;36;19;36;19;0;0;36;19;0;0;20;18;0;0;0;0;1;1;0;0;2
62;65;27;74;186;65;0;65;0;0;0;65;62;0;27;74;186;0;0;0;1;0;0;0;1
90;82;21;91;180;54;0;0;0;0;0;0;90;82;21;91;180;54;0;0;1;0;0;0;1
75;70;54;15;225;70;0;70;0;0;0;70;75;0;54;15;225;0;0;0;0;1;0;0;1
56;29;47;41;56;43;56;0;0;0;56;0;0;29;47;41;0;43;0;1;0;0;0;0;1
71;33;21;31;71;49;71;0;0;0;71;0;0;33;21;31;0;49;0;1;1;1;0;0;3
80;41;74;85;160;41;0;41;0;0;0;41;80;0;74;85;160;0;0;0;0;0;0;0;0
41;41;18;19;41;123;41;41;0;0;41;0;0;0;18;19;0;123;0;0;1;1;0;0;2
21;24;9;8;63;24;0;24;0;0;0;24;21;0;9;8;63;0;1;0;1;1;0;0;3
71;75;27;38;71;75;71;75;0;0;71;75;0;0;27;38;0;0;0;0;1;0;0;0;1
50;60;21;61;150;40;0;0;0;0;0;0;50;60;21;61;150;40;0;0;1;0;0;0;1
43;62;74;47;129;186;0;0;0;0;0;0;43;62;74;47;129;186;0;0;0;0;0;0;0
8;14;83;17;16;14;0;14;0;0;0;14;8;0;83;17;16;0;1;0;0;1;1;0;3
83;50;61;28;83;33;83;0;0;0;83;0;0;50;61;28;0;33;0;0;0;1;0;1;2
44;65;81;68;88;97;0;0;0;0;0;0;44;65;81;68;88;97;0;0;0;0;0;0;0
90;50;55;79;270;16;0;0;0;0;0;0;90;50;55;79;270;16;0;0;0;0;0;1;1
44;91;95;38;88;91;0;91;0;0;0;91;44;0;95;38;88;0;0;0;0;0;0;0;0
24;17;36;19;72;51;0;0;0;0;0;0;24;17;36;19;72;51;1;1;1;1;0;0;4
57;22;53;53;171;44;0;0;53;53;0;0;57;22;0;0;171;44;0;1;0;0;0;0;1
35;58;64;48;105;58;0;58;0;0;0;58;35;0;64;48;105;0;1;0;0;0;0;0;1
86;81;44;55;258;81;0;81;0;0;0;81;86;0;44;55;258;0;0;0;0;0;0;0;0
17;24;19;17;17;12;17;0;0;17;17;0;0;24;19;0;0;12;0;1;1;0;0;1;3
13;44;56;32;26;44;0;44;0;0;0;44;13;0;56;32;26;0;1;0;0;1;1;0;3
78;28;64;65;78;56;78;0;0;0;78;0;0;28;64;65;0;56;0;1;0;0;0;0;1
46;53;49;45;92;106;0;0;0;0;0;0;46;53;49;45;92;106;0;0;0;0;0;0;0
